Gene,Genotype(s),Therapeutic Area(s),Drug(s)
CYP2C19,*37/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*38/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*5/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*5/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*5/*7,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*5/*8,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*5/*9,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*10/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*11/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*13/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*15/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*16/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*17/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*18/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*19/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*22/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*24/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*25/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*26/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*28/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*35/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*36/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*37/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*38/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*6/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*6/*7,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*6/*8,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*6/*9,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*10/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*11/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*13/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*15/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*16/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*17/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*18/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*19/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*22/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*24/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*25/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*26/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*28/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*35/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*36/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
